date,MSFT,AMZN
2025-01-24 16:00:00,444.23,234.79
2025-01-24 16:05:00,444.23,234.83
2025-01-24 16:10:00,444.02,234.625
2025-01-24 16:15:00,443.2,234.66
2025-01-24 16:20:00,444.19,234.74
2025-01-24 16:25:00,443.96,234.62
2025-01-24 16:30:00,443.81,234.77
2025-01-24 16:35:00,443.77,234.61
2025-01-24 16:40:00,443.475,234.53
2025-01-24 16:45:00,443.47,234.55
2025-01-24 16:50:00,443.585,234.5317
2025-01-24 16:55:00,443.825,234.54
2025-01-24 17:00:00,443.76,234.5
2025-01-24 17:05:00,443.8,234.6
2025-01-24 17:10:00,443.335,234.52
2025-01-24 17:15:00,443.57,234.63
2025-01-24 17:20:00,443.44,234.56
2025-01-24 17:25:00,443.565,234.58
2025-01-24 17:30:00,443.26,234.617
2025-01-24 17:35:00,443.555,234.53
2025-01-24 17:40:00,443.26,234.53
2025-01-24 17:45:00,443.37,234.52
2025-01-24 17:50:00,443.555,234.4978
2025-01-24 17:55:00,443.8399,234.41
2025-01-24 18:00:00,443.555,234.41
2025-01-24 18:05:00,443.32,234.41
2025-01-24 18:10:00,443.56,234.55
2025-01-24 18:15:00,443.57,234.47
2025-01-24 18:20:00,443.76,234.475
2025-01-24 18:25:00,443.57,234.57
2025-01-24 18:30:00,443.57,234.6
2025-01-24 18:35:00,443.56,234.6
2025-01-24 18:40:00,443.41,234.48
2025-01-24 18:45:00,443.41,234.495
2025-01-24 18:50:00,443.555,234.5
2025-01-24 18:55:00,443.67,234.46
2025-01-24 19:00:00,443.85,234.4999
2025-01-24 19:05:00,443.45,234.495
2025-01-24 19:10:00,443.55,234.47
2025-01-24 19:15:00,443.535,234.5533
2025-01-24 19:20:00,443.3,234.51
2025-01-24 19:25:00,443.54,234.595
2025-01-24 19:30:00,443.55,234.59
2025-01-24 19:35:00,443.495,234.51
2025-01-24 19:40:00,443.34,234.55
2025-01-24 19:45:00,443.2562,234.54
2025-01-24 19:50:00,443.26,234.52
2025-01-24 19:55:00,443.5,234.6399
2025-01-27 04:00:00,429.4,226.83
2025-01-27 04:05:00,429.27,227.5
2025-01-27 04:10:00,429.44,227.92
2025-01-27 04:15:00,428.09,227.46
2025-01-27 04:20:00,428.16,227.46
2025-01-27 04:25:00,427.56,226.61
2025-01-27 04:30:00,426.44,226.35
2025-01-27 04:35:00,427.09,226.5
2025-01-27 04:40:00,425.51,225.85
2025-01-27 04:45:00,424.45,225.18
2025-01-27 04:50:00,424.95,225.24
2025-01-27 04:55:00,423.5,224.34
2025-01-27 05:00:00,420.66,224.08
2025-01-27 05:05:00,420.38,224.5
2025-01-27 05:10:00,419.15,224.26
2025-01-27 05:15:00,417.41,223.67
2025-01-27 05:20:00,416.94,223.6
2025-01-27 05:25:00,417.93,223.4
2025-01-27 05:30:00,416.21,223.2
2025-01-27 05:35:00,417.24,223.71
2025-01-27 05:40:00,416.6,222.99
2025-01-27 05:45:00,414.99,221.39
2025-01-27 05:50:00,414.84,219.58
2025-01-27 05:55:00,415.0,219.33
2025-01-27 06:00:00,414.67,220.88
2025-01-27 06:05:00,412.63,221.76
2025-01-27 06:10:00,415.0,222.47
2025-01-27 06:15:00,416.74,222.5
2025-01-27 06:20:00,417.14,223.06
2025-01-27 06:25:00,416.0,223.27
2025-01-27 06:30:00,416.54,223.98
2025-01-27 06:35:00,418.46,223.93
2025-01-27 06:40:00,418.2,223.88
2025-01-27 06:45:00,418.84,223.98
2025-01-27 06:50:00,418.37,223.8
2025-01-27 06:55:00,416.6,223.79
2025-01-27 07:00:00,417.97,225.27
2025-01-27 07:05:00,418.5,224.8
2025-01-27 07:10:00,417.98,224.25
2025-01-27 07:15:00,417.21,224.32
2025-01-27 07:20:00,417.75,224.68
2025-01-27 07:25:00,417.72,224.77
2025-01-27 07:30:00,418.6,223.8
2025-01-27 07:35:00,420.11,223.88
2025-01-27 07:40:00,421.5,224.52
2025-01-27 07:45:00,422.45,224.91
2025-01-27 07:50:00,422.35,224.84
2025-01-27 07:55:00,422.5,224.76
2025-01-27 08:00:00,424.45,224.69
2025-01-27 08:05:00,425.81,225.15
2025-01-27 08:10:00,426.18,226.5
2025-01-27 08:15:00,428.19,226.7047
2025-01-27 08:20:00,427.175,226.805
2025-01-27 08:25:00,427.22,226.9
2025-01-27 08:30:00,424.46,226.2406
2025-01-27 08:35:00,425.5001,227.3
2025-01-27 08:40:00,424.64,227.16
2025-01-27 08:45:00,424.5,228.1
2025-01-27 08:50:00,425.41,227.5
2025-01-27 08:55:00,426.46,226.8953
2025-01-27 09:00:00,425.965,226.33
2025-01-27 09:05:00,424.84,226.33
2025-01-27 09:10:00,423.85,226.0
2025-01-27 09:15:00,423.5062,226.43
2025-01-27 09:20:00,424.41,226.0999
2025-01-27 09:25:00,424.0,226.25
2025-01-27 09:30:00,424.66,227.195
2025-01-27 09:35:00,428.111,228.379
2025-01-27 09:40:00,427.46,228.16
2025-01-27 09:45:00,429.13,229.185
2025-01-27 09:50:00,428.42,228.59
2025-01-27 09:55:00,429.83,229.63
2025-01-27 10:00:00,426.95,229.37
2025-01-27 10:05:00,428.726,230.215
2025-01-27 10:10:00,429.34,230.655
2025-01-27 10:15:00,429.325,230.035
2025-01-27 10:20:00,430.685,231.105
2025-01-27 10:25:00,431.15,232.05
2025-01-27 10:30:00,431.985,232.46
2025-01-27 10:35:00,433.03,233.37
2025-01-27 10:40:00,432.54,233.075
2025-01-27 10:45:00,430.79,233.0
2025-01-27 10:50:00,431.18,233.11
2025-01-27 10:55:00,429.406,232.39
2025-01-27 11:00:00,429.29,232.23
2025-01-27 11:05:00,427.824,232.2033
2025-01-27 11:10:00,428.07,232.61
2025-01-27 11:15:00,427.475,232.5
2025-01-27 11:20:00,426.87,232.12
2025-01-27 11:25:00,427.4,232.04
2025-01-27 11:30:00,427.905,232.39
2025-01-27 11:35:00,427.2,232.225
2025-01-27 11:40:00,427.42,232.76
2025-01-27 11:45:00,427.7,233.645
2025-01-27 11:50:00,426.82,232.755
2025-01-27 11:55:00,427.4633,232.76
2025-01-27 12:00:00,427.8301,233.35
2025-01-27 12:05:00,427.105,232.82
2025-01-27 12:10:00,427.22,232.89
2025-01-27 12:15:00,426.94,232.32
2025-01-27 12:20:00,426.78,232.09
2025-01-27 12:25:00,427.38,232.2597
2025-01-27 12:30:00,427.205,232.57
2025-01-27 12:35:00,427.76,232.195
2025-01-27 12:40:00,427.79,231.98
2025-01-27 12:45:00,427.57,231.84
2025-01-27 12:50:00,427.35,231.67
2025-01-27 12:55:00,427.94,231.71
2025-01-27 13:00:00,428.375,231.59
2025-01-27 13:05:00,428.88,231.68
2025-01-27 13:10:00,428.77,231.61
2025-01-27 13:15:00,429.1,232.03
2025-01-27 13:20:00,429.61,232.075
2025-01-27 13:25:00,429.415,232.14
2025-01-27 13:30:00,430.565,233.1397
2025-01-27 13:35:00,430.36,232.485
2025-01-27 13:40:00,431.19,232.95
2025-01-27 13:45:00,431.23,232.805
2025-01-27 13:50:00,431.66,233.0735
2025-01-27 13:55:00,431.63,233.12
2025-01-27 14:00:00,432.35,233.89
2025-01-27 14:05:00,431.98,233.375
2025-01-27 14:10:00,432.575,233.41
2025-01-27 14:15:00,434.36,233.9
2025-01-27 14:20:00,434.07,233.9499
2025-01-27 14:25:00,434.43,234.5
2025-01-27 14:30:00,433.805,233.6098
2025-01-27 14:35:00,433.61,233.52
2025-01-27 14:40:00,432.91,232.75
2025-01-27 14:45:00,432.805,232.635
2025-01-27 14:50:00,432.97,232.34
2025-01-27 14:55:00,432.96,232.355
2025-01-27 15:00:00,433.495,232.02
2025-01-27 15:05:00,434.0399,232.14
2025-01-27 15:10:00,433.2354,232.2
2025-01-27 15:15:00,433.755,232.815
2025-01-27 15:20:00,434.306,233.165
2025-01-27 15:25:00,434.32,232.78
2025-01-27 15:30:00,434.23,232.825
2025-01-27 15:35:00,434.56,233.11
2025-01-27 15:40:00,434.79,233.45
2025-01-27 15:45:00,434.21,233.715
2025-01-27 15:50:00,433.99,233.803
2025-01-27 15:55:00,434.57,235.44
2025-01-27 16:00:00,436.0575,235.985
2025-01-27 16:05:00,435.7,235.725
2025-01-27 16:10:00,435.9,235.64
2025-01-27 16:15:00,435.9,235.705
2025-01-27 16:20:00,436.15,235.76
2025-01-27 16:25:00,435.75,235.7
2025-01-27 16:30:00,435.33,235.5
2025-01-27 16:35:00,435.375,235.45
2025-01-27 16:40:00,435.35,235.45
2025-01-27 16:45:00,435.59,235.47
2025-01-27 16:50:00,435.5,235.47
2025-01-27 16:55:00,430.1892,235.44
2025-01-27 17:00:00,435.96,235.37
2025-01-27 17:05:00,435.77,235.45
2025-01-27 17:10:00,435.8,235.42
2025-01-27 17:15:00,435.57,235.4
2025-01-27 17:20:00,435.515,235.4495
2025-01-27 17:25:00,435.54,235.35
2025-01-27 17:30:00,435.6,235.42
2025-01-27 17:35:00,435.72,235.4604
2025-01-27 17:40:00,435.8,235.6
2025-01-27 17:45:00,435.9915,235.625
2025-01-27 17:50:00,435.55,235.69
2025-01-27 17:55:00,435.7,235.72
2025-01-27 18:00:00,434.69,235.39
2025-01-27 18:05:00,435.64,235.13
2025-01-27 18:10:00,435.0001,235.38
2025-01-27 18:15:00,435.0,235.16
2025-01-27 18:20:00,434.49,234.765
2025-01-27 18:25:00,434.63,234.42
2025-01-27 18:30:00,434.61,234.36
2025-01-27 18:35:00,434.62,234.8
2025-01-27 18:40:00,434.93,234.48
2025-01-27 18:45:00,435.4,235.15
2025-01-27 18:50:00,435.5,235.145
2025-01-27 18:55:00,435.47,235.25
2025-01-27 19:00:00,435.495,235.01
2025-01-27 19:05:00,435.54,235.53
2025-01-27 19:10:00,435.26,235.3013
2025-01-27 19:15:00,435.29,235.34
2025-01-27 19:20:00,435.44,235.2
2025-01-27 19:25:00,435.25,235.09
2025-01-27 19:30:00,435.4899,234.5222
2025-01-27 19:35:00,435.135,234.95
2025-01-27 19:40:00,435.0,235.04
2025-01-27 19:45:00,434.57,234.925
2025-01-27 19:50:00,434.87,235.36
2025-01-27 19:55:00,434.602,235.265
2025-01-28 04:00:00,437.0,234.96
2025-01-28 04:05:00,437.28,234.85
2025-01-28 04:10:00,437.4,234.69
2025-01-28 04:15:00,437.66,234.99
2025-01-28 04:20:00,437.64,234.7
2025-01-28 04:25:00,436.69,234.76
2025-01-28 04:30:00,436.5,234.38
2025-01-28 04:35:00,436.31,234.53
2025-01-28 04:40:00,436.98,234.82
2025-01-28 04:45:00,437.66,234.83
2025-01-28 04:50:00,437.72,234.89
2025-01-28 04:55:00,437.81,234.89
2025-01-28 05:00:00,438.03,235.13
2025-01-28 05:05:00,438.18,235.17
2025-01-28 05:10:00,438.05,234.9
2025-01-28 05:15:00,438.05,234.96
2025-01-28 05:20:00,438.15,235.06
2025-01-28 05:25:00,438.16,234.88
2025-01-28 05:30:00,438.02,234.85
2025-01-28 05:35:00,438.02,234.69
2025-01-28 05:40:00,437.91,234.64
2025-01-28 05:45:00,438.0,234.51
2025-01-28 05:50:00,437.75,234.59
2025-01-28 05:55:00,437.26,234.42
2025-01-28 06:00:00,437.15,234.59
2025-01-28 06:05:00,436.78,234.65
2025-01-28 06:10:00,437.55,234.72
2025-01-28 06:15:00,437.07,234.42
2025-01-28 06:20:00,436.67,234.21
2025-01-28 06:25:00,436.3,234.41
2025-01-28 06:30:00,435.46,234.26
2025-01-28 06:35:00,435.89,234.13
2025-01-28 06:40:00,435.81,234.4
2025-01-28 06:45:00,435.91,234.48
2025-01-28 06:50:00,436.09,234.36
2025-01-28 06:55:00,436.0,234.32
2025-01-28 07:00:00,435.5,234.16
2025-01-28 07:05:00,435.02,234.0
2025-01-28 07:10:00,434.82,234.05
2025-01-28 07:15:00,435.0,233.76
2025-01-28 07:20:00,435.46,233.71
2025-01-28 07:25:00,435.2,233.83
2025-01-28 07:30:00,435.15,234.08
2025-01-28 07:35:00,435.01,234.03
2025-01-28 07:40:00,434.94,234.25
2025-01-28 07:45:00,435.12,234.06
2025-01-28 07:50:00,435.16,234.22
2025-01-28 07:55:00,435.3,234.38
2025-01-28 08:00:00,435.45,234.44
2025-01-28 08:05:00,435.0,234.47
2025-01-28 08:10:00,435.36,234.73
2025-01-28 08:15:00,435.8225,234.7821
2025-01-28 08:20:00,436.23,235.1282
2025-01-28 08:25:00,436.22,235.1
2025-01-28 08:30:00,435.57,234.73
2025-01-28 08:35:00,435.5,234.42
2025-01-28 08:40:00,434.8,234.2232
2025-01-28 08:45:00,435.54,234.46
2025-01-28 08:50:00,435.8,234.23
2025-01-28 08:55:00,435.9755,234.4
2025-01-28 09:00:00,435.98,234.43
2025-01-28 09:05:00,435.31,234.44
2025-01-28 09:10:00,434.7595,234.5596
2025-01-28 09:15:00,434.8,234.395
2025-01-28 09:20:00,434.645,234.37
2025-01-28 09:25:00,433.59,234.39
2025-01-28 09:30:00,433.52,235.08
2025-01-28 09:35:00,433.75,234.37
2025-01-28 09:40:00,433.74,234.7699
2025-01-28 09:45:00,433.42,235.85
2025-01-28 09:50:00,436.058,236.92
2025-01-28 09:55:00,435.27,237.01
2025-01-28 10:00:00,436.9473,237.9357
2025-01-28 10:05:00,436.895,237.7
2025-01-28 10:10:00,438.63,238.67
2025-01-28 10:15:00,439.62,239.1544
2025-01-28 10:20:00,440.89,239.935
2025-01-28 10:25:00,442.265,240.106
2025-01-28 10:30:00,441.2,238.965
2025-01-28 10:35:00,441.025,239.6268
2025-01-28 10:40:00,440.46,239.545
2025-01-28 10:45:00,440.99,239.9
2025-01-28 10:50:00,440.2361,239.97
2025-01-28 10:55:00,441.56,240.81
2025-01-28 11:00:00,440.97,240.29
2025-01-28 11:05:00,442.095,240.63
2025-01-28 11:10:00,442.615,240.44
2025-01-28 11:15:00,442.54,240.6
2025-01-28 11:20:00,441.93,240.04
2025-01-28 11:25:00,442.0,239.87
2025-01-28 11:30:00,442.2,239.81
2025-01-28 11:35:00,442.46,239.7482
2025-01-28 11:40:00,442.2183,239.57
2025-01-28 11:45:00,442.81,239.505
2025-01-28 11:50:00,442.995,239.93
2025-01-28 11:55:00,443.05,240.04
2025-01-28 12:00:00,442.6027,240.1405
2025-01-28 12:05:00,443.73,240.565
2025-01-28 12:10:00,443.74,240.665
2025-01-28 12:15:00,444.1137,241.19
2025-01-28 12:20:00,444.3257,241.32
2025-01-28 12:25:00,444.59,241.09
2025-01-28 12:30:00,444.68,240.84
2025-01-28 12:35:00,444.5951,240.89
2025-01-28 12:40:00,444.614,240.8
2025-01-28 12:45:00,444.68,240.66
2025-01-28 12:50:00,444.84,240.7365
2025-01-28 12:55:00,445.0458,240.58
2025-01-28 13:00:00,445.602,240.55
2025-01-28 13:05:00,445.95,239.985
2025-01-28 13:10:00,446.01,239.97
2025-01-28 13:15:00,445.9401,240.01
2025-01-28 13:20:00,446.05,239.652
2025-01-28 13:25:00,446.17,239.3601
2025-01-28 13:30:00,446.1,239.32
2025-01-28 13:35:00,445.95,239.24
2025-01-28 13:40:00,446.24,239.675
2025-01-28 13:45:00,445.9505,239.63
2025-01-28 13:50:00,445.6127,239.16
2025-01-28 13:55:00,445.4607,239.2468
2025-01-28 14:00:00,445.58,239.0
2025-01-28 14:05:00,445.32,238.8566
2025-01-28 14:10:00,445.535,239.0389
2025-01-28 14:15:00,446.2192,239.2
2025-01-28 14:20:00,446.22,238.87
2025-01-28 14:25:00,446.86,239.505
2025-01-28 14:30:00,446.915,239.53
2025-01-28 14:35:00,447.17,239.5953
2025-01-28 14:40:00,447.25,239.692
2025-01-28 14:45:00,447.6652,239.9047
2025-01-28 14:50:00,447.7613,239.91
2025-01-28 14:55:00,447.925,239.58
2025-01-28 15:00:00,448.34,239.29
2025-01-28 15:05:00,448.25,238.75
2025-01-28 15:10:00,447.8,238.66
2025-01-28 15:15:00,447.57,238.675
2025-01-28 15:20:00,447.09,238.705
2025-01-28 15:25:00,446.64,238.915
2025-01-28 15:30:00,447.1621,238.865
2025-01-28 15:35:00,447.03,238.7
2025-01-28 15:40:00,446.97,238.96
2025-01-28 15:45:00,446.27,238.6
2025-01-28 15:50:00,447.46,238.76
2025-01-28 15:55:00,447.02,238.22
2025-01-28 16:00:00,447.1,238.305
2025-01-28 16:05:00,446.74,238.28
2025-01-28 16:10:00,446.88,238.2999
2025-01-28 16:15:00,446.825,238.3
2025-01-28 16:20:00,446.825,238.4
2025-01-28 16:25:00,446.7,238.405
2025-01-28 16:30:00,446.68,238.56
2025-01-28 16:35:00,446.68,238.43
2025-01-28 16:40:00,446.5647,238.47
2025-01-28 16:45:00,446.74,238.6963
2025-01-28 16:50:00,446.815,238.692
2025-01-28 16:55:00,446.94,238.525
2025-01-28 17:00:00,446.59,238.505
2025-01-28 17:05:00,446.5,238.41
2025-01-28 17:10:00,446.54,238.47
2025-01-28 17:15:00,446.545,238.3
2025-01-28 17:20:00,446.7242,238.05
2025-01-28 17:25:00,446.375,237.825
2025-01-28 17:30:00,446.57,238.1
2025-01-28 17:35:00,446.58,238.23
2025-01-28 17:40:00,446.5,238.09
2025-01-28 17:45:00,446.5,238.095
2025-01-28 17:50:00,446.35,238.09
2025-01-28 17:55:00,446.375,238.49
2025-01-28 18:00:00,446.285,238.0
2025-01-28 18:05:00,446.31,238.13
2025-01-28 18:10:00,446.31,238.105
2025-01-28 18:15:00,446.37,238.355
2025-01-28 18:20:00,446.77,238.49
2025-01-28 18:25:00,446.59,238.27
2025-01-28 18:30:00,446.55,238.47
2025-01-28 18:35:00,446.485,238.23
2025-01-28 18:40:00,446.61,238.2647
2025-01-28 18:45:00,446.69,238.355
2025-01-28 18:50:00,446.65,238.115
2025-01-28 18:55:00,446.65,238.15
2025-01-28 19:00:00,446.65,238.22
2025-01-28 19:05:00,446.74,238.26
2025-01-28 19:10:00,446.61,238.205
2025-01-28 19:15:00,446.745,238.15
2025-01-28 19:20:00,446.6072,238.15
2025-01-28 19:25:00,446.61,238.22
2025-01-28 19:30:00,446.8,238.2
2025-01-28 19:35:00,446.91,238.2
2025-01-28 19:40:00,446.75,238.2
2025-01-28 19:45:00,446.86,238.25
2025-01-28 19:50:00,446.65,238.35
2025-01-28 19:55:00,446.7,238.4
2025-01-29 04:00:00,446.06,238.59
2025-01-29 04:05:00,445.93,239.1
2025-01-29 04:10:00,446.38,239.25
2025-01-29 04:15:00,446.5,238.98
2025-01-29 04:20:00,446.86,238.92
2025-01-29 04:25:00,446.14,238.86
2025-01-29 04:30:00,446.4,238.9
2025-01-29 04:35:00,446.41,239.07
2025-01-29 04:40:00,446.44,239.07
2025-01-29 04:45:00,446.03,239.3
2025-01-29 04:50:00,446.67,239.27
2025-01-29 04:55:00,446.59,239.33
2025-01-29 05:00:00,446.54,239.22
2025-01-29 05:05:00,446.51,239.31
2025-01-29 05:10:00,446.58,239.48
2025-01-29 05:15:00,446.54,239.38
2025-01-29 05:20:00,446.6,239.35
2025-01-29 05:25:00,446.47,239.47
2025-01-29 05:30:00,446.55,239.49
2025-01-29 05:35:00,446.69,239.58
2025-01-29 05:40:00,446.58,239.66
2025-01-29 05:45:00,446.56,239.62
2025-01-29 05:50:00,446.57,239.52
2025-01-29 05:55:00,446.55,239.61
2025-01-29 06:00:00,446.59,239.63
2025-01-29 06:05:00,446.48,239.64
2025-01-29 06:10:00,446.2,239.64
2025-01-29 06:15:00,446.19,239.76
2025-01-29 06:20:00,445.83,239.8
2025-01-29 06:25:00,446.1,240.06
2025-01-29 06:30:00,445.89,239.87
2025-01-29 06:35:00,445.7,239.88
2025-01-29 06:40:00,445.89,239.9
2025-01-29 06:45:00,446.17,239.91
2025-01-29 06:50:00,446.6,239.95
2025-01-29 06:55:00,446.68,240.03
2025-01-29 07:00:00,446.49,240.23
2025-01-29 07:05:00,446.31,239.96
2025-01-29 07:10:00,446.5,240.01
2025-01-29 07:15:00,446.92,240.15
2025-01-29 07:20:00,447.0,240.43
2025-01-29 07:25:00,446.85,240.56
2025-01-29 07:30:00,446.33,240.34
2025-01-29 07:35:00,446.64,240.39
2025-01-29 07:40:00,446.55,240.44
2025-01-29 07:45:00,446.79,240.14
2025-01-29 07:50:00,446.47,240.04
2025-01-29 07:55:00,446.57,240.13
2025-01-29 08:00:00,446.51,240.045
2025-01-29 08:05:00,446.03,239.65
2025-01-29 08:10:00,446.03,239.75
2025-01-29 08:15:00,445.77,239.66
2025-01-29 08:20:00,444.8,239.4
2025-01-29 08:25:00,445.51,239.45
2025-01-29 08:30:00,445.22,239.65
2025-01-29 08:35:00,445.705,239.52
2025-01-29 08:40:00,445.71,239.49
2025-01-29 08:45:00,445.85,239.5999
2025-01-29 08:50:00,446.0,239.615
2025-01-29 08:55:00,446.29,239.76
2025-01-29 09:00:00,446.63,239.97
2025-01-29 09:05:00,445.87,239.94
2025-01-29 09:10:00,445.5,240.06
2025-01-29 09:15:00,445.8,239.8701
2025-01-29 09:20:00,445.97,239.798
2025-01-29 09:25:00,446.93,238.98
2025-01-29 09:30:00,442.825,237.8739
2025-01-29 09:35:00,443.05,238.08
2025-01-29 09:40:00,441.8692,237.015
2025-01-29 09:45:00,441.05,237.225
2025-01-29 09:50:00,441.38,237.7299
2025-01-29 09:55:00,441.39,237.12
2025-01-29 10:00:00,441.705,236.741
2025-01-29 10:05:00,441.825,237.2
2025-01-29 10:10:00,441.7,237.3079
2025-01-29 10:15:00,442.1,237.9484
2025-01-29 10:20:00,442.07,238.105
2025-01-29 10:25:00,442.03,238.08
2025-01-29 10:30:00,442.315,238.5
2025-01-29 10:35:00,442.43,238.58
2025-01-29 10:40:00,441.96,238.05
2025-01-29 10:45:00,442.98,238.55
2025-01-29 10:50:00,443.23,238.7
2025-01-29 10:55:00,442.715,238.41
2025-01-29 11:00:00,443.4,238.455
2025-01-29 11:05:00,442.73,238.0101
2025-01-29 11:10:00,442.72,237.73
2025-01-29 11:15:00,443.0,237.56
2025-01-29 11:20:00,442.86,237.99
2025-01-29 11:25:00,442.4186,237.77
2025-01-29 11:30:00,442.57,237.875
2025-01-29 11:35:00,442.46,237.24
2025-01-29 11:40:00,443.165,237.75
2025-01-29 11:45:00,444.1799,237.67
2025-01-29 11:50:00,444.315,237.85
2025-01-29 11:55:00,443.86,237.535
2025-01-29 12:00:00,444.39,237.63
2025-01-29 12:05:00,444.505,237.55
2025-01-29 12:10:00,444.42,237.555
2025-01-29 12:15:00,444.65,237.85
2025-01-29 12:20:00,444.245,238.47
2025-01-29 12:25:00,443.5902,238.4756
2025-01-29 12:30:00,443.73,238.41
2025-01-29 12:35:00,444.09,238.0701
2025-01-29 12:40:00,443.9,238.18
2025-01-29 12:45:00,443.5,237.9092
2025-01-29 12:50:00,443.3343,237.845
2025-01-29 12:55:00,442.8892,237.5844
2025-01-29 13:00:00,441.12,236.67
2025-01-29 13:05:00,442.41,237.3
2025-01-29 13:10:00,442.49,237.255
2025-01-29 13:15:00,442.33,237.29
2025-01-29 13:20:00,442.145,237.2
2025-01-29 13:25:00,442.99,237.615
2025-01-29 13:30:00,442.5602,237.51
2025-01-29 13:35:00,442.35,237.09
2025-01-29 13:40:00,442.38,237.23
2025-01-29 13:45:00,443.06,237.75
2025-01-29 13:50:00,442.6175,237.81
2025-01-29 13:55:00,442.59,237.615
2025-01-29 14:00:00,442.0,237.16
2025-01-29 14:05:00,442.16,237.2341
2025-01-29 14:10:00,442.28,237.1045
2025-01-29 14:15:00,441.8285,236.82
2025-01-29 14:20:00,442.1234,237.0087
2025-01-29 14:25:00,442.065,236.715
2025-01-29 14:30:00,443.54,236.7414
2025-01-29 14:35:00,443.955,237.43
2025-01-29 14:40:00,444.55,237.9944
2025-01-29 14:45:00,444.46,237.82
2025-01-29 14:50:00,444.74,237.9419
2025-01-29 14:55:00,444.82,237.78
2025-01-29 15:00:00,444.375,237.31
2025-01-29 15:05:00,444.8627,237.18
2025-01-29 15:10:00,444.425,237.32
2025-01-29 15:15:00,444.0,237.16
2025-01-29 15:20:00,444.75,237.785
2025-01-29 15:25:00,444.9755,237.98
2025-01-29 15:30:00,444.76,238.09
2025-01-29 15:35:00,443.5,237.2999
2025-01-29 15:40:00,443.23,237.54
2025-01-29 15:45:00,443.22,237.44
2025-01-29 15:50:00,442.8805,237.55
2025-01-29 15:55:00,441.77,237.05
2025-01-29 16:00:00,425.74,233.5
2025-01-29 16:05:00,426.36,233.74
2025-01-29 16:10:00,429.84,234.5
2025-01-29 16:15:00,430.95,234.2
2025-01-29 16:20:00,438.53,235.25
2025-01-29 16:25:00,436.0,234.73
2025-01-29 16:30:00,435.92,234.98
2025-01-29 16:35:00,438.1,235.05
2025-01-29 16:40:00,438.1899,235.21
2025-01-29 16:45:00,435.9778,235.72
2025-01-29 16:50:00,434.5,235.6
2025-01-29 16:55:00,435.54,235.68
2025-01-29 17:00:00,435.3,235.6
2025-01-29 17:05:00,434.6,236.42
2025-01-29 17:10:00,434.0,236.5101
2025-01-29 17:15:00,434.41,236.63
2025-01-29 17:20:00,434.32,237.8
2025-01-29 17:25:00,433.8,237.45
2025-01-29 17:30:00,432.47,237.125
2025-01-29 17:35:00,435.49,237.2
2025-01-29 17:40:00,434.99,236.522
2025-01-29 17:45:00,432.995,236.65
2025-01-29 17:50:00,432.44,236.88
2025-01-29 17:55:00,418.01,231.5
2025-01-29 18:00:00,424.405,233.83
2025-01-29 18:05:00,420.2,233.49
2025-01-29 18:10:00,420.65,234.0
2025-01-29 18:15:00,420.0,233.6
2025-01-29 18:20:00,419.115,233.43
2025-01-29 18:25:00,417.865,233.8
2025-01-29 18:30:00,416.65,233.75
2025-01-29 18:35:00,416.5,233.33
2025-01-29 18:40:00,418.09,233.65
2025-01-29 18:45:00,418.13,233.59
2025-01-29 18:50:00,418.11,233.59
2025-01-29 18:55:00,419.0,233.75
2025-01-29 19:00:00,419.225,233.725
2025-01-29 19:05:00,419.42,234.69
2025-01-29 19:10:00,419.951,234.69
2025-01-29 19:15:00,420.0454,235.1385
2025-01-29 19:20:00,421.0,235.28
2025-01-29 19:25:00,422.45,235.25
2025-01-29 19:30:00,421.98,234.83
2025-01-29 19:35:00,421.99,234.68
2025-01-29 19:40:00,421.6,235.07
2025-01-29 19:45:00,421.9,235.3
2025-01-29 19:50:00,421.86,235.51
2025-01-29 19:55:00,421.85,235.6501
2025-01-30 04:00:00,426.45,236.72
2025-01-30 04:05:00,427.28,236.89
2025-01-30 04:10:00,426.59,236.88
2025-01-30 04:15:00,426.32,236.94
2025-01-30 04:20:00,425.48,236.8
2025-01-30 04:25:00,425.27,236.91
2025-01-30 04:30:00,425.0,236.78
2025-01-30 04:35:00,425.6,236.71
2025-01-30 04:40:00,425.9,236.79
2025-01-30 04:45:00,426.13,236.94
2025-01-30 04:50:00,425.81,236.68
2025-01-30 04:55:00,425.52,236.88
2025-01-30 05:00:00,425.23,236.98
2025-01-30 05:05:00,425.09,236.81
2025-01-30 05:10:00,424.92,236.99
2025-01-30 05:15:00,423.91,236.88
2025-01-30 05:20:00,425.46,236.77
2025-01-30 05:25:00,425.5,236.83
2025-01-30 05:30:00,425.95,236.92
2025-01-30 05:35:00,426.47,237.3
2025-01-30 05:40:00,425.57,237.3
2025-01-30 05:45:00,425.33,237.19
2025-01-30 05:50:00,425.84,237.2
2025-01-30 05:55:00,425.65,237.01
2025-01-30 06:00:00,425.21,236.88
2025-01-30 06:05:00,424.8,236.89
2025-01-30 06:10:00,425.56,236.68
2025-01-30 06:15:00,425.58,236.6
2025-01-30 06:20:00,425.4,236.38
2025-01-30 06:25:00,425.15,236.25
2025-01-30 06:30:00,425.79,236.32
2025-01-30 06:35:00,426.01,236.48
2025-01-30 06:40:00,426.01,236.62
2025-01-30 06:45:00,424.71,236.9
2025-01-30 06:50:00,424.78,236.9
2025-01-30 06:55:00,424.2,237.0
